Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
20000.0 ; 0.2743914
50000.0 ; 0.2070729
100000.0 ; 0.1818305
200000.0 ; 0.160174
300000.0 ; 0.1514448
400000.0 ; 0.09745035
500000.0 ; 0.08279688
600000.0 ; 0.07797879
700000.0 ; 0.06639604
800000.0 ; 0.0625854
900000.0 ; 0.05859434
1000000.0 ; 0.05471451
1200000.0 ; 0.05420596
1400000.0 ; 0.05618143
1600000.0 ; 0.05312026
1800000.0 ; 0.04723656
2000000.0 ; 0.04121605
2200000.0 ; 0.03598561
2400000.0 ; 0.03158743
2600000.0 ; 0.02791924
2800000.0 ; 0.02483688
3000000.0 ; 0.02221561
3200000.0 ; 0.01995089
3400000.0 ; 0.01796482
3600000.0 ; 0.01619521
3800000.0 ; 0.0145808
4000000.0 ; 0.01307294
4200000.0 ; 0.01171184
4400000.0 ; 0.01048812
4600000.0 ; 0.00937237
4800000.0 ; 0.008321041
5000000.0 ; 0.00741108
5200000.0 ; 0.0065671
5400000.0 ; 0.00581138
5600000.0 ; 0.00515325
5800000.0 ; 0.00454639
6000000.0 ; 0.00404363
6200000.0 ; 0.00360823
6400000.0 ; 0.00322451
6600000.0 ; 0.00294834
6800000.0 ; 0.002661707
7000000.0 ; 0.00246447
7200000.0 ; 0.002303538
7400000.0 ; 0.002158547
7600000.0 ; 0.00209952
7800000.0 ; 0.001988223
8000000.0 ; 0.001941611
8500000.0 ; 0.001869126
9000000.0 ; 0.001849097
9500000.0 ; 0.001854427
1.0E7 ; 0.001868871
1.05E7 ; 0.001882302
1.1E7 ; 0.001891545
1.15E7 ; 0.001889428
1.2E7 ; 0.001866541
1.25E7 ; 0.001824928
1.3E7 ; 0.001757649
1.35E7 ; 0.001661744
1.4E7 ; 0.00154899
1.45E7 ; 0.001413272
1.5E7 ; 0.001298773
1.6E7 ; 0.001076315
1.7E7 ; 9.07884E-4
1.8E7 ; 7.83526E-4
1.9E7 ; 6.92008E-4
2.0E7 ; 6.2354E-4
2.1E7 ; 5.70231E-4
2.2E7 ; 5.2792E-4
2.3E7 ; 4.9642E-4
2.4E7 ; 4.66343E-4
2.5E7 ; 4.44662E-4
2.6E7 ; 4.21466E-4
2.7E7 ; 4.01846E-4
2.8E7 ; 3.84494E-4
2.9E7 ; 3.66583E-4
3.0E7 ; 3.53059E-4
3.2E7 ; 3.24995E-4
3.4E7 ; 3.05268E-4
3.6E7 ; 2.667104E-4
3.8E7 ; 2.550329E-4
4.0E7 ; 2.383897E-4
4.2E7 ; 2.290607E-4
4.4E7 ; 2.18026E-4
4.6E7 ; 2.058499E-4
4.8E7 ; 1.996901E-4
5.0E7 ; 1.916594E-4
5.2E7 ; 1.810145E-4
5.4E7 ; 1.754286E-4
5.6E7 ; 1.716986E-4
5.8E7 ; 1.646914E-4
6.0E7 ; 1.554992E-4
