Incident energy ; 
Incident energy ; 
Incident energy ; Computed function
1.0E-5 ; 2.51668E-4
1.0625E-5 ; 2.441537E-4
1.125E-5 ; 2.372747E-4
1.1875E-5 ; 2.309462E-4
1.25E-5 ; 2.250984E-4
1.375E-5 ; 2.146228E-4
1.5E-5 ; 2.054856E-4
1.625E-5 ; 1.974241E-4
1.75E-5 ; 1.902426E-4
1.875E-5 ; 1.837917E-4
2.0E-5 ; 1.779555E-4
2.1875E-5 ; 1.701579E-4
2.375E-5 ; 1.633029E-4
2.5625E-5 ; 1.572148E-4
2.75E-5 ; 1.517605E-4
2.9375E-5 ; 1.468372E-4
3.125E-5 ; 1.423638E-4
3.3125E-5 ; 1.382759E-4
3.5E-5 ; 1.34521E-4
3.875E-5 ; 1.278462E-4
4.25E-5 ; 1.220755E-4
4.625E-5 ; 1.170218E-4
5.0E-5 ; 1.125478E-4
5.3125E-5 ; 1.091873E-4
5.625E-5 ; 1.061109E-4
5.9375E-5 ; 1.032807E-4
6.25E-5 ; 1.006655E-4
6.875E-5 ; 9.598062E-5
7.5E-5 ; 9.18943E-5
8.125E-5 ; 8.828906E-5
8.75E-5 ; 8.507734E-5
9.375E-5 ; 8.219241E-5
1.0E-4 ; 7.958235E-5
1.0625E-4 ; 7.720613E-5
1.125E-4 ; 7.503078E-5
1.1875E-4 ; 7.302951E-5
1.25E-4 ; 7.118029E-5
1.375E-4 ; 6.78676E-5
1.5E-4 ; 6.497816E-5
1.625E-4 ; 6.242888E-5
1.75E-4 ; 6.015788E-5
1.875E-4 ; 5.811795E-5
2.0E-4 ; 5.627239E-5
2.1875E-4 ; 5.38066E-5
2.375E-4 ; 5.163891E-5
2.5625E-4 ; 4.971373E-5
2.75E-4 ; 4.798897E-5
2.754226E-4 ; 4.795214E-5
2.765879E-4 ; 4.785101E-5
2.777532E-4 ; 4.775053E-5
2.800837E-4 ; 4.755145E-5
2.847448E-4 ; 4.716063E-5
2.94067E-4 ; 4.640707E-5
3.127113E-4 ; 4.500234E-5
3.313557E-4 ; 4.37179E-5
3.5E-4 ; 4.253753E-5
3.875E-4 ; 4.042685E-5
4.25E-4 ; 3.86021E-5
4.625E-4 ; 3.700404E-5
5.0E-4 ; 3.558933E-5
5.3125E-4 ; 3.452671E-5
5.625E-4 ; 3.355392E-5
5.9375E-4 ; 3.265898E-5
6.25E-4 ; 3.183203E-5
6.875E-4 ; 3.035065E-5
7.5E-4 ; 2.905853E-5
8.125E-4 ; 2.791853E-5
8.75E-4 ; 2.690296E-5
9.375E-4 ; 2.599073E-5
0.001 ; 2.516542E-5
0.0010625 ; 2.441404E-5
0.001125 ; 2.372618E-5
0.0011875 ; 2.309337E-5
0.00125 ; 2.250863E-5
0.001375 ; 2.146114E-5
0.0015 ; 2.054748E-5
0.001625 ; 1.974138E-5
0.00175 ; 1.902327E-5
0.001875 ; 1.837823E-5
0.002 ; 1.779464E-5
0.0021875 ; 1.701493E-5
0.002193612 ; 1.699121E-5
0.002211 ; 1.692427E-5
0.002228387 ; 1.685811E-5
0.002263161 ; 1.67281E-5
0.002332709 ; 1.647684E-5
0.002471806 ; 1.600653E-5
0.002610903 ; 1.557431E-5
0.00275 ; 1.517532E-5
0.0029375 ; 1.468302E-5
0.003125 ; 1.423571E-5
0.0033125 ; 1.382695E-5
0.0035 ; 1.345149E-5
0.003875 ; 1.278405E-5
0.00425 ; 1.220702E-5
0.004625 ; 1.170168E-5
0.005 ; 1.125432E-5
0.0053125 ; 1.091829E-5
0.005625 ; 1.061067E-5
0.0059375 ; 1.032767E-5
0.00625 ; 1.006617E-5
0.006875 ; 9.597715E-6
