a
a
a
4.99e+1; 3.12e+1
6.02e+1; 2.70e+1
7.03e+1; 2.39e+1
7.97e+1; 2.17e+1
8.96e+1; 1.98e+1
1.01e+2; 1.80e+1
1.46e+2; 1.31e+1
1.99e+2; 1.04e+1
3.01e+2; 7.46e+0
4.02e+2; 5.76e+0
5.01e+2; 4.85e+0
5.99e+2; 4.11e+0
6.95e+2; 3.58e+0
7.94e+2; 3.23e+0
8.93e+2; 2.94e+0
9.96e+2; 2.65e+0
2.01e+3; 1.53e+0
3.00e+3; 1.09e+0
4.01e+3; 8.49e-1
4.99e+3; 7.46e-1
6.02e+3; 6.44e-1
6.98e+3; 5.86e-1
7.97e+3; 5.37e-1
8.89e+3; 5.02e-1
9.92e+3; 4.60e-1
1.99e+4; 3.29e-1
2.99e+4; 2.79e-1
3.96e+4; 2.43e-1
5.29e+4; 2.37e-1
