Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
4.707056 ; 1.397239
4.80328 ; 1.31071
4.899503 ; 1.23159
4.995727 ; 1.15912
5.091951 ; 1.09264
5.188174 ; 1.03154
5.284398 ; 0.975145
5.390827 ; 0.917777
5.517667 ; 0.855549
5.644508 ; 0.799302
5.771348 ; 0.748146
5.898188 ; 0.701575
6.025029 ; 0.65908
6.151869 ; 0.620266
6.278709 ; 0.584627
6.405549 ; 0.551882
6.53239 ; 0.521743
6.70151 ; 0.485165
6.864614 ; 0.453335
7.027719 ; 0.424451
7.190823 ; 0.398188
7.353927 ; 0.374263
7.517032 ; 0.352405
7.680136 ; 0.33237
7.84324 ; 0.313978
8.006344 ; 0.297058
8.223817 ; 0.276563
8.441289 ; 0.258081
8.646737 ; 0.242278
8.852185 ; 0.227895
9.057633 ; 0.214799
9.26308 ; 0.202788
9.468528 ; 0.191769
9.673976 ; 0.181642
9.810941 ; 0.175344
10.08487 ; 0.163733
10.3588 ; 0.153271
10.63273 ; 0.143824
10.89152 ; 0.135724
11.23656 ; 0.126009
11.49535 ; 0.119423
11.84039 ; 0.111487
12.01291 ; 0.10783
12.35796 ; 0.101094
12.703 ; 0.0950278
13.04805 ; 0.0895522
13.3931 ; 0.0845991
13.82772 ; 0.0790052
14.15369 ; 0.0752091
14.58831 ; 0.0706419
14.91428 ; 0.06753
15.3489 ; 0.0637576
15.78352 ; 0.0603614
16.21814 ; 0.0572951
16.65277 ; 0.0545203
17.14381 ; 0.0516907
17.69126 ; 0.0488659
18.23872 ; 0.0463537
18.78617 ; 0.0441137
19.33363 ; 0.0421007
19.88108 ; 0.0402954
20.42854 ; 0.0386734
21.24972 ; 0.0365465
21.9393 ; 0.0349845
22.62888 ; 0.033614
23.31846 ; 0.0324053
24.00804 ; 0.03135
24.69762 ; 0.0304325
25.73199 ; 0.0292893
26.42157 ; 0.028689
27.06846 ; 0.0282082
27.97476 ; 0.0277304
28.57896 ; 0.0275384
29.18316 ; 0.0274749
29.86674 ; 0.0276051
30.37943 ; 0.0278964
30.72122 ; 0.0282151
31.06301 ; 0.0286909
31.31936 ; 0.0291892
31.5757 ; 0.0298521
31.7466 ; 0.0304167
31.91749 ; 0.0311107
32.11866 ; 0.032147
32.25277 ; 0.0330121
32.38687 ; 0.0340613
32.52098 ; 0.0353492
32.62157 ; 0.0365172
32.72215 ; 0.037907
32.82273 ; 0.039577
32.88978 ; 0.04088401
32.95684 ; 0.0423816
33.03525 ; 0.0444294
33.10259 ; 0.0465043
33.16992 ; 0.0489452
33.21481 ; 0.0508201
33.2597 ; 0.0529323
33.30459 ; 0.0553241
33.34948 ; 0.058048
33.38291 ; 0.060331
33.41635 ; 0.0628676
33.44978 ; 0.0656975
33.48322 ; 0.0688691
33.51665 ; 0.0724415
33.55008 ; 0.07648731
33.58352 ; 0.0810974
33.60859 ; 0.08499301
33.62976 ; 0.0886213
33.65537 ; 0.0934937
33.68098 ; 0.0989811
33.70659 ; 0.105198
33.7258 ; 0.110426
33.74501 ; 0.116219
33.76422 ; 0.122671
33.78342 ; 0.129892
33.80263 ; 0.138019
33.82184 ; 0.147222
33.83644 ; 0.155066
33.85104 ; 0.163764
33.86564 ; 0.173453
33.88023 ; 0.184289
33.89483 ; 0.19646
33.90943 ; 0.210187
33.91916 ; 0.22033
33.9289 ; 0.231367
33.93863 ; 0.2433951
33.94836 ; 0.256521
33.95809 ; 0.270862
33.96782 ; 0.286547
33.97756 ; 0.303716
33.98922 ; 0.326462
34.00089 ; 0.351837
34.01255 ; 0.380146
34.02422 ; 0.411713
34.03588 ; 0.446879
34.04754 ; 0.485996
34.05921 ; 0.529427
34.07087 ; 0.577528
34.08254 ; 0.630649
34.0942 ; 0.689116
34.10198 ; 0.73121
34.11115 ; 0.78419
34.12033 ; 0.840865
34.1295 ; 0.901309
34.13867 ; 0.965564
34.15243 ; 1.0691
34.16619 ; 1.18104
34.18147 ; 1.31465
34.19977 ; 1.48634
34.21807 ; 1.66827
34.2726 ; 2.23259
34.29309 ; 2.43323
34.30845 ; 2.57164
34.32065 ; 2.671499
34.33481 ; 2.77383
34.34896 ; 2.85929
