1.04e-1, 2.92e+11
1.60e-1, 5.79e+11
2.18e-1, 9.77e+11
2.98e-1, 1.73e+12
4.26e-1, 3.06e+12
1.01e+0, 3.67e+12
3.03e+0, 4.30e+12
1.00e+1, 4.93e+12
3.15e+1, 5.40e+12
9.92e+1, 5.79e+12
3.44e+2, 6.20e+12
1.01e+3, 6.94e+12
1.02e+4, 8.92e+12
1.02e+5, 1.58e+13
5.82e+5, 3.20e+13
1.01e+6, 2.85e+13
2.89e+6, 1.10e+13
1.02e+7, 1.00e+13
1.33e+7, 5.66e+13
1.43e+7, 5.40e+14
1.54e+7, 8.72e+13
1.57e+7, 2.03e+13
1.61e+7, 4.30e+12
