Incident energy ; 
Incident energy ; 
Incident energy ; Computed function
2439151.0 ; 0.0
2500000.0 ; 1.12064E-21
2566000.0 ; 2.33615E-21
2600000.0 ; 2.96231E-21
2647260.0 ; 3.83269E-21
2700000.0 ; 4.80399E-21
2714550.0 ; 5.07195E-21
2800000.0 ; 6.64566E-21
2849130.0 ; 7.55048E-21
2851260.0 ; 7.5897E-21
2900000.0 ; 8.48734E-21
2964210.0 ; 9.66987E-21
2978720.0 ; 9.9371E-21
2981080.0 ; 9.98057E-21
2982430.0 ; 1.00054E-20
2984130.0 ; 1.00367E-20
2988860.0 ; 1.01239E-20
3000000.0 ; 1.0329E-20
3100000.0 ; 1.21707E-20
3118320.0 ; 1.25081E-20
3200000.0 ; 1.40124E-20
3300000.0 ; 1.5854E-20
3400000.0 ; 1.76957E-20
3500000.0 ; 1.95374E-20
3600000.0 ; 2.13791E-20
3700000.0 ; 2.32207E-20
3800000.0 ; 2.50624E-20
3900000.0 ; 5.66621E-19
4000000.0 ; 1.10818E-18
4200000.0 ; 2.41874E-17
4400000.0 ; 3.11582E-16
4600000.0 ; 5.14249E-15
4731090.0 ; 2.58457E-14
4800000.0 ; 3.67287E-14
5000000.0 ; 1.96025E-13
5200000.0 ; 8.56555E-13
5400000.0 ; 3.18633E-12
5600000.0 ; 1.03413E-11
5690070.0 ; 1.92629E-11
5690920.0 ; 1.93471E-11
5795080.0 ; 2.96643E-11
5800000.0 ; 3.01516E-11
5813940.0 ; 3.36421E-11
6000000.0 ; 8.02302E-11
6047950.0 ; 1.08301E-10
6047951.0 ; 1.08301E-10
6117490.0 ; 1.49011E-10
6148470.0 ; 1.67147E-10
6200000.0 ; 1.97313E-10
6224070.0 ; 2.28244E-10
6282660.0 ; 3.03535E-10
6335950.0 ; 3.72016E-10
6347810.0 ; 3.87256E-10
6400000.0 ; 4.54323E-10
6600000.0 ; 9.99811E-10
6781010.0 ; 2.111393E-9
6781015.0 ; 2.111423E-9
6800000.0 ; 2.22801E-9
6855780.0 ; 2.786251E-9
7000000.0 ; 4.22959E-9
7027590.0 ; 4.611596E-9
7070930.0 ; 5.211673E-9
7106000.0 ; 5.697245E-9
7110340.0 ; 5.757336E-9
7112300.0 ; 5.784473E-9
7140390.0 ; 6.173402E-9
7166990.0 ; 6.5417E-9
7171920.0 ; 6.60996E-9
7175410.0 ; 6.658282E-9
7177290.0 ; 6.684312E-9
7189410.0 ; 6.852123E-9
7200000.0 ; 6.99875E-9
7201570.0 ; 7.061175E-9
7213220.0 ; 7.524394E-9
7221280.0 ; 7.844869E-9
7224120.0 ; 7.957791E-9
7273960.0 ; 9.939492E-9
7278700.0 ; 1.012796E-8
7283050.0 ; 1.030092E-8
7299900.0 ; 1.09709E-8
7307520.0 ; 1.127388E-8
7325630.0 ; 1.199396E-8
7325740.0 ; 1.199833E-8
7338150.0 ; 1.249177E-8
7343250.0 ; 1.269455E-8
7366850.0 ; 1.363291E-8
7371700.0 ; 1.382576E-8
7376420.0 ; 1.401343E-8
7400000.0 ; 1.4951E-8
7400780.0 ; 1.499141E-8
7406520.0 ; 1.528879E-8
7420560.0 ; 1.601618E-8
7436700.0 ; 1.685237E-8
7442770.0 ; 1.716685E-8
7449360.0 ; 1.750827E-8
7453490.0 ; 1.772224E-8
7466130.0 ; 1.83771E-8
7497200.0 ; 1.998679E-8
7500000.0 ; 2.013185E-8
7589680.0 ; 2.477804E-8
7600000.0 ; 2.53127E-8
7710090.0 ; 3.746399E-8
7765910.0 ; 4.362518E-8
7800000.0 ; 4.73879E-8
7805580.0 ; 4.833663E-8
7926090.0 ; 6.882617E-8
